Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
1/14/2019 17:43:47,OT,Acute,Masters,1,VA,Roanoke,24073,City,Full time,40+,Hourly,34.32,"71,392.00","Health insurance, Dental, Vision, Disibility, Pension",,60%,"Sign on bonus $20,000 over 24month period at 6mo installments ",Female,Yes
1/15/2019 12:40:58,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,FL,Brandon,33510,Large metro area,Full time,40+,Salaried,28.37,"59,000.00","401K or equivalent, Health insurance, Dental, Disibility, CEU reimbursement",,N/A,,Female,Yes
1/16/2019 18:49:18,OT,Travel,Masters,New grad / less than a year,WI,Eau claire,53701,Town,Contract,35+,Contract,20.00,"100,000.00",None,,90%,,Female,Yes
1/16/2019 20:05:21,OT,SNF,Masters,4,OH,Washington Court House,43160,Rural,Full time,35+,Hourly,38.25,"79,560.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,80%,,Female,No
1/16/2019 20:31:49,OT,SNF,Masters,1,NJ,Newton,07821,Town,Full time,35+,Hourly,37.00,"76,980.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,No
1/16/2019 21:14:32,OT,Inpatient,Masters,New grad / less than a year,IN,Princeton,24740,Town,Full time,40+,Salaried,35.00,"73,000.00","401K or equivalent, Health insurance, Dental, Vision",,95%,,Female,No
1/16/2019 21:39:32,COTA,"Acute, SNF, Adult",Associates,4,IL,Springfield,62769,Town,PRN,30+,PRN,35.00,"50,000.00",401K or equivalent,,60%,I work various PRN jobs at SNFs and hospital setting. I work the majority of my hours at a large hospital. The DNF facilities are all rural areas. Wages range for all companies between $30-40/hr PRN depending and on company and day of the week. ,Female,No
1/16/2019 22:15:53,COTA,"Outpatient, ALF",Associates,2,FL,The villages,32726,Town,Full time,35+,Hourly,29.00,"43,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,Yes
1/17/2019 1:40:08,OT,SNF,Masters,20+,WI,Milwaukee ,53211,City,Salary (exempt from overtime pay),40+,Salaried,44.00,"88,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
1/17/2019 7:44:56,OT,SNF,OTD,15+,TN,nashville,37075,City,PRN,Varies,Hourly,50.00,,None,,85%,,Female,Yes
1/17/2019 8:27:22,COTA,SNF,OTD,1,VA,Hanover,23111,Town,Full time,35+,Hourly,37.00,"67,340.00","401K or equivalent, Health insurance, Dental, Vision",,75%,"Was a set rate for my years of experience, non negotiable ",Female,No
1/17/2019 8:55:04,OT,School system,Masters,New grad / less than a year,TN,Nashville,37206,Large metro area,Contract,35+,Hourly,36.00,"44,000.00","Health insurance, Dental, Vision",,N/A,,Female,No
1/17/2019 19:03:09,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,NJ,Middletown NJ,07748,Town,Salary (exempt from overtime pay),40+,Salaried,28.20,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,No
1/17/2019 22:24:32,OT,Acute,OTD,New grad / less than a year,TN,Knoxville ,37922,City,Full time,40+,Salaried,33.00,"68,640.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, PTO accrual ",,90%,,Female,Yes
1/18/2019 20:41:26,OT,"SNF, Adult, Geriatrics",Masters,New grad / less than a year,CA,Alhambra,91803,City,Part time,20+,Hourly,44.25,"46,020.00","401K or equivalent, CEU reimbursement",,90%,,Female,No
1/20/2019 13:20:32,OT,"Outpatient, Home health, Pediatric",Masters,New grad / less than a year,ND,Fargo,58102,Large metro area,Full time,35+,Hourly,24.50,"40,768.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,60%,,Female,No
1/20/2019 20:58:28,OT,School system,Masters,2,WA,"Kent, WA",98030,Large metro area,Salary (exempt from overtime pay),35+,Salaried,41.50,"81,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,"Based on MA+45, step 1, Base pay is ~$66k; addtl $15k in stipends and bonuses. Per diem hourly rate is $35/hr.",Female,No
1/22/2019 22:02:00,OT,School system,Masters,3,CA,El Segundo,90245,Large metro area,Salary (exempt from overtime pay),40+,Salaried,48.00,"85,000.00","401K or equivalent, Health insurance, Dental, Vision",,75%,,Female,No
1/22/2019 22:56:09,OT,"School system, Mental health, Pediatric",Masters,15+,CA,oakland,94621,Large metro area,Full time,40+,Salaried,33.65,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, ceu reimbursement up to $500",Handwriting Without Tears,N/A,includes 14 weeks paid vacation through out the school year,Female,No
1/23/2019 12:15:53,OT,"Inpatient, Outpatient, SNF, LTC, Home health, Adult, Geriatrics",Masters,5+,IA,Red oak,51551,Rural,Full time,35+,Hourly,37.50,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, Mileage between locations ",PAMS and lymphedema certification ,75%,,Female,Yes
1/23/2019 13:52:43,OT,Inpatient,Masters,5+,OH,Columbus,43212,City,Salary (exempt from overtime pay),40+,Salaried,32.00,"66,560.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",Assistive Technology Professional ATP,Based on number of visits,,Female,Yes
1/23/2019 19:12:39,OT,Home health,Masters,2,NC,Wilson,27893,Town,Salary (exempt from overtime pay),35+,Salaried,41.00,"85,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,Yes
1/23/2019 20:57:29,OT,Acute,Masters,5+,IL,Elmhursf,60126,City,Full time,40+,Hourly,37.00,"77,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,Yes
1/23/2019 22:35:54,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,TN,Nashville,37219,Large metro area,PRN,35+,Hourly,40.00,"70,000.00",None,,60%,PRN rate with no benefits but work full time 35-40 hours a week,Female,No
1/23/2019 22:57:48,COTA,"School system, Pediatric",Associates,New grad / less than a year,CA,Irvine,92606,City,Part time,15+,Hourly,30.00,"24,960.00",None,,Based on number of visits,$200 monthly stipend to partially cover my healthcare costs,Female,Yes
1/23/2019 23:03:25,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,CO,Colorado Springs ,80902,Large metro area,Full time,40+,Hourly,38.00,"79,000.00","401K or equivalent, Health insurance, Dental, Vision",,70%,,Female,Yes
1/23/2019 23:13:50,OT,"School system, Pediatric",Masters,3,CA,Los Angeles,90045,Large metro area,Full time,35+,Salaried,51.00,"84,000.00","Health insurance, CEU reimbursement",,N/A,Work 203 days of the calendar year,Female,No
1/23/2019 23:16:16,OT,Inpatient,Masters,New grad / less than a year,TX,Plano,78748,City,Full time,40+,Salaried,36.00,"69,000.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,95%,,Female,No
1/23/2019 23:17:36,OT,"Acute, Inpatient",Masters,New grad / less than a year,VT,Windsor,05001,Rural,Full time,40+,Salaried,31.00,"64,480.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,,Female,Yes
1/23/2019 23:18:30,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,CT,Watertown,06489,Town,Full time,40+,Hourly,30.00,"6,240.00",CEU reimbursement,Astronaut Training,75%,"30 dollars before taxes, 22.50 after taxes = about 46,000 per year",Female,No
1/23/2019 23:38:30,COTA,Home health,Associates,New grad / less than a year,CA,Bakersfield,93312,City,Full time,30+,Hourly,35.00,"64,000.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,No
1/23/2019 23:45:54,OT,School system,Masters,New grad / less than a year,OH,Dayton,45424,City,Full time,40+,Salaried,35.79,"52,890.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,,Female,No
1/24/2019 7:16:55,COTA,School system,Associates,15+,CT,Windsor,06095,Town,Full time,40+,Hourly,38.42,"56,861.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement",,N/A,,Female,Yes
1/24/2019 8:18:39,OT,Pediatric,Masters,New grad / less than a year,FL,Miami,33165,City,Full time,40+,Salaried,27.00,"58,200.00",Health insurance,,95%,,Female,No
1/24/2019 11:11:55,OT,Acute,Masters,New grad / less than a year,NJ,Somerset,08876,City,Full time,40+,Salaried,31.75,"65,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,"5,000 for CEU per year or tuition ",Female,No
1/24/2019 22:36:27,OT,Acute,Masters,New grad / less than a year,KY,Scottsville,42164,Rural,Full time,40+,Salaried,28.97,"60,257.60","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",DPAM ,N/A,,Female,No
1/26/2019 1:49:47,OT,SNF,Masters,1,CA,Rosemead,91770,Town,Full time,40+,Hourly,43.00,"89,440.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,Yes
1/26/2019 11:16:14,COTA,Acute,Associates,2,CO,Denver,80203,City,Full time,35+,Hourly,20.10,"40,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement","Sensory diets, infant massage, pediatric kinesiology taping",85%,,Female,No
1/26/2019 12:18:21,OT,SNF,Masters,1,TX,Granbury,76049,Town,Full time,35+,Hourly,42.00,"87,000.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,90%,,Male,No
1/26/2019 15:39:19,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,TX,Lubbock,79423,City,Salary (exempt from overtime pay),40+,Salaried,31.00,"62,000.00","Health insurance, CEU reimbursement",,75%,,Female,No
1/27/2019 19:16:36,COTA,SNF,Associates,10+,PA,Harrisburg,17019,Town,PRN,Varies,PRN,35.00,"12,000.00",None,,90%,,Female,No
1/28/2019 7:38:54,OT,"Outpatient, Hand Therapy",Masters,New grad / less than a year,TN,Knoxville,37918,City,Full time,35+,Salaried,33.00,"69,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, Licensure reimbursement, PTO",PAMs certification,80%,,Female,Yes
1/29/2019 21:02:27,COTA,"SNF, Geriatrics",Associates,5+,FL,Hollywood,33024,City,Full time,40+,Hourly,28.50,"54,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,90%,,Male,Yes
1/29/2019 22:21:59,OT,School system,Masters,2,MO,"Hazelwood, St. Louis",63031,City,Full time,35+,Salaried,37.50,"51,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,"free benefits, 12 days PTO/year, work 9 months/year",Female,No
1/30/2019 6:39:10,COTA,Pediatric,Associates,New grad / less than a year,WI,Madison,53711,City,Full time,35+,Salaried,17.00,"36,000.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,N/A,,Female,No
1/31/2019 0:28:44,OT,School system,Bachelors,20+,CA,San Mateo,94038,City,Salary (exempt from overtime pay),40+,Salaried,67.00,"97,000.00","Health insurance, Dental, Vision","NDT, MNRI ",80%,My hourly rate is pretty good but the caseload expectations are unreasonable - 65-75 kids over 7 schools is not reasonable or realistic. ,Female,No
1/31/2019 20:38:35,COTA,SNF,Bachelors,New grad / less than a year,CA,Los Angeles,90001,City,Full time,35+,Hourly,35.00,70.00,Health insurance,,85%,,Prefer not to say,Yes
2/1/2019 1:00:10,COTA,Pediatric,Associates,5+,ID,Nampa ,83651,City,Full time,35+,Hourly,24.67,"51,313.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,No
2/1/2019 9:51:09,OT,School system,Masters,5+,ME,Portland,04102,Large metro area,Full time,35+,Salaried,17.00,"44,000.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,,Female,No
2/1/2019 12:57:22,OT,"Outpatient, Pediatric",OTD,5+,OH,Middleburg heights,44130,City,Full time,40+,Hourly,35.20,"77,000.00","401K or equivalent, Health insurance, Dental, Vision",Therapeutic listening,75%,"Supervise 2 COTAs, mentor all new therapist",Female,No
2/1/2019 14:24:29,OT,"Outpatient, Early Intervention, Pediatric",Masters,3,CA,Dublin,94568,City,Salary (exempt from overtime pay),40+,Salaried,42.10,"85,500.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",SI certified ,90%,,Male,Yes
2/1/2019 20:25:31,OT,School system,Masters,New grad / less than a year,NC,Durham,27560,City,Contract,20+,Hourly,37.50,"43,000.00","401K or equivalent, Health insurance, CEU reimbursement",,N/A,,Female,Yes
2/2/2019 9:30:00,OT,"Outpatient, Early Intervention, Pediatric",OTD,15+,CA,Redondo Beach,90277,Large metro area,Full time,40+,Salaried,35.00,"72,400.00",401K or equivalent,SI advanced training,85%,,Female,Yes
2/2/2019 10:41:28,OT,"School system, Pediatric",Masters,4,CA,Fullerton,92835,City,Full time,40+,Hourly,34.00,"72,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
2/3/2019 10:24:00,OT,Inpatient,Masters,New grad / less than a year,IL,schaumburg,60194,Town,Full time,35+,Salaried,34.00,"74,880.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,No
2/4/2019 18:08:22,OT,"SNF, LTC",OTD,10+,AZ,Tucson,85714,City,Salary (exempt from overtime pay),40+,Salaried,57.69,"120,000.00","Health insurance, Dental, Vision, Disibility, Life, hospital indemnity, critical illness, ",,N/A,,Female,No
2/4/2019 19:36:57,OT,SNF,Masters,New grad / less than a year,IN,Merrillville,46410,Town,PRN,Varies,Hourly,50.00,"16,000.00",None,,80%,,Female,Yes
2/4/2019 22:57:07,OT,Outpatient,Masters,1,NY,Long Island,11710,Town,Full time,40+,Salaried,31.25,"65,000.00","401K or equivalent, Health insurance, CEU reimbursement",LSVT-BIG,Based on number of visits,,Female,No
2/4/2019 23:52:48,OT,"School system, Pediatric",Masters,1,Outside US or US territories,Montreal,H8N 2R2,Town,Full time,35+,Contract,30.83,"56,123.00","401K or equivalent, CEU reimbursement",,80%,,Male,No
2/6/2019 11:34:24,COTA,Government,Associates,5+,VA,Alexandria,22060,Large metro area,Salary (exempt from overtime pay),40+,Hourly,23.45,"48,796.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,,Female,Yes
2/8/2019 1:58:28,OT,Inpatient,Masters,2,CA,Los angeles,90503,Large metro area,PRN,40+,Hourly,60.00,"120,000.00",None,,N/A,,Female,No
2/8/2019 17:12:00,OT,School system,Masters,1,NY,Ardsley,10502,City,Contract,30+,Hourly,58.00,"52,200.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,Based on number of visits,,Female,No
2/9/2019 8:43:02,OT,SNF,Masters,1,OK,Town,74464,Town,Full time,35+,Hourly,40.00,"80,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,No
2/10/2019 1:32:49,OT,Pediatric,Masters,New grad / less than a year,GA,Marietta,30228,Large metro area,Part time,30+,Hourly,32.00,"49,000.00",CEU reimbursement,,85%,I drive an hour and a half to the location. ,Female,No
2/10/2019 9:53:31,OT,Home health,Bachelors,15+,TX,Pearland,77584,City,Per visit,15+,Per visit,65.00,"50,000.00","CEU reimbursement, None",,N/A,,Female,No
2/10/2019 10:13:02,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,SC,Greenville,29611,City,Full time,30+,Hourly,31.00,"54,808.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,No
2/10/2019 11:14:15,OT,School system,Masters,New grad / less than a year,IN,Indianapolis,46208,Large metro area,Full time,35+,Salaried,31.00,"43,490.00","401K or equivalent, Health insurance, Dental, Disibility",,N/A,,Female,No
2/10/2019 13:35:44,OT,Inpatient,Masters,New grad / less than a year,TX,San Antonio,78240,Large metro area,PRN,30+,Hourly,41.00,"64,000.00",None,,85%,"$43 on weekends. Attempted to negotiate, HR said there was no room for increasing the hourly rate right now but would re-visit within the year. ",Female,No
2/10/2019 15:38:09,COTA,School system,Bachelors,3,NY,RICHMOND HILL,11419,Large metro area,Full time,30+,Salaried,24.82,"41,940.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,,Male,No
2/10/2019 19:45:39,COTA,SNF,Associates,New grad / less than a year,NJ,Skillman,08558,Town,Full time,30+,Hourly,27.00,"56,160.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
2/10/2019 22:29:25,COTA,SNF,Associates,New grad / less than a year,MD,Fort Washington ,20744,Town,Full time,40+,Hourly,31.00,"59,000.00","401K or equivalent, Health insurance, Dental, Vision",,90%,,Female,No
2/11/2019 0:34:40,OT,SNF,Masters,New grad / less than a year,NJ,Whippany,07981,Town,Full time,40+,Hourly,34.00,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,85%,,Female,Yes
2/11/2019 21:33:36,OT,SNF,Masters,New grad / less than a year,MI,Kalamazoo,49004,City,Part time,20+,Hourly,34.50,"49,000.00",None,None,85%,,Female,No
2/11/2019 21:34:58,OT,SNF,Masters,New grad / less than a year,MI,Kalamazoo,49004,City,PRN,Varies,Hourly,41.00,"15,000.00",None,None,85%,,Female,No
2/11/2019 22:04:43,OT,Pediatric,Masters,New grad / less than a year,FL,orlando,32789,Town,Part time,15+,Hourly,45.00,"32,400.00",CEU reimbursement,,N/A,,Female,No
2/11/2019 23:13:52,OT,Pediatric,Masters,5+,TX,Katy,77494,City,Full time,30+,Hourly,39.00,"60,840.00","Health insurance, Dental, Disibility, CEU reimbursement, Paid Holidays",,N/A,,Female,No
2/11/2019 23:14:58,COTA,"SNF, Geriatrics",Associates,New grad / less than a year,WA,Lacey,98503,City,Full time,40+,Hourly,26.00,"54,080.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",COTA/L,85%,,Female,No
2/11/2019 23:15:17,OT,Outpatient,Masters,3,AK,Anchorage,99503,City,Self employed,35+,Hourly,70.00,"130,000.00",None,"Autism, pediatric, feeding",75%,,Male,Yes
2/11/2019 23:18:59,COTA,SNF,Associates,New grad / less than a year,CO,Aurora,80045,Large metro area,PRN,30+,PRN,32.00,"66,560.00",None,,85%,,Female,No
